season,player_900_plus_mins,team,possession,total_stdev,overall_rank,minutes_played,xg,penalties_taken,non_pkxg,non_pkxg_p90,non_penalty_goals_p90,shots_per_90,shots_on_target_pct,shooting_impact,goal_conversion_pct,goal_threat_stdev,goal_threat_rank,offensive_duels_per_90,offensive_duels_won_pct,offensive_duel_impact,touches_in_box_per_90,key_passes_per_90,passes_to_penalty_area_per_90,accurate_passes_to_penalty_area_pct,penalty_box_passes_impact,xa_per_90,link_play_stdev,link_play_rank
2024.0,E. Azcona,Las Vegas Lights,59.94,6.689522826,0.851,925.0,1.23,0.0,1.23,0.067,0.0,0.078,0.918,0.472,0.0,-5.385505013,0.06,0.993,0.833,0.972,0.23,0.216,0.582,0.894,0.787,0.855,3.65475622,0.851
2024.0,V. Noël,Las Vegas Lights,59.94,4.140719418,0.716,3502.0,6.94,0.0,6.94,0.199,0.479,0.241,0.752,0.504,0.571,-0.8095623714,0.39,0.117,0.684,0.34,0.142,0.504,0.748,0.848,0.883,0.567,2.539203876,0.791
2024.0,K. Bennett,Las Vegas Lights,59.94,-5.600000474,0.241,2458.0,12.19,4.0,9.23,0.681,0.791,0.812,0.809,0.897,0.855,3.537818644,0.858,0.248,0.34,0.259,0.514,0.007,0.021,0.546,0.078,0.0,-5.056590663,0.039
2025.0,C. Jennings,Charleston Battery,59.61,6.31601014,0.833,2305.0,16.82,9.0,10.16,0.855,0.695,0.95,0.851,0.965,0.862,4.291940265,0.894,0.227,0.457,0.291,0.993,0.759,0.511,0.457,0.504,0.805,3.003098519,0.812
2022.0,L. Solignac,El Paso Locomotive,59.23,6.038541733,0.826,2339.0,14.16,3.0,11.94,0.936,0.968,0.652,0.989,0.996,0.972,8.055798344,0.993,0.309,0.496,0.426,0.766,0.504,0.28,0.755,0.454,0.493,0.3578067869,0.592
2022.0,J. Gómez,El Paso Locomotive,59.23,4.669687584,0.759,2504.0,8.24,3.0,6.02,0.344,0.167,0.794,0.248,0.457,0.181,-2.416436133,0.245,0.979,0.631,0.869,0.713,0.798,0.468,0.16,0.27,0.805,1.721509069,0.727
2025.0,G. Hurst,New Mexico United,58.96,-4.463588417,0.301,1930.0,6.07,0.0,6.07,0.511,0.73,0.411,0.238,0.266,0.752,0.7454251804,0.574,0.018,0.89,0.358,0.206,0.55,0.394,0.546,0.447,0.248,-1.783985932,0.333
2024.0,MD Myers,Charleston Battery,58.38,-1.380781837,0.408,2760.0,14.53,1.0,13.79,0.933,0.77,0.525,0.975,0.943,0.816,4.618590583,0.904,0.606,0.025,0.071,0.816,0.55,0.227,0.514,0.284,0.567,-0.3623262007,0.525
2024.0,J. Conway,Charleston Battery,58.38,-6.076341125,0.213,1000.0,4.13,0.0,4.13,0.784,0.713,0.787,0.468,0.66,0.465,1.664034389,0.684,0.447,0.124,0.152,0.255,0.043,0.301,0.819,0.514,0.17,-3.567119688,0.121
2023.0,T. Moshobane,San Diego Loyal,56.61,8.499427525,0.904,2063.0,5.28,0.0,5.28,0.379,0.695,0.128,0.809,0.461,0.908,1.364495942,0.652,0.677,0.599,0.695,0.426,0.805,0.667,0.904,0.869,0.926,5.13841033,0.915
2023.0,E. Collier,San Diego Loyal,56.61,5.118734209,0.784,1012.0,1.98,0.0,1.98,0.195,0.259,0.149,0.138,0.103,0.337,-3.129762715,0.181,0.819,0.734,0.84,0.277,0.766,0.66,0.401,0.617,0.911,1.711793988,0.723
2023.0,R. Damus,San Diego Loyal,56.61,4.330072277,0.73,2148.0,12.98,2.0,11.5,0.965,0.911,0.738,0.943,0.957,0.908,6.315314926,0.972,0.713,0.535,0.674,0.798,0.28,0.11,0.362,0.11,0.17,-2.997489414,0.188
2023.0,E. Conway,San Diego Loyal,56.61,0.895191785,0.578,2539.0,9.24,0.0,9.24,0.645,0.77,0.39,0.45,0.411,0.812,1.798928998,0.706,0.521,0.475,0.5,0.348,0.28,0.589,0.681,0.674,0.17,-1.738648513,0.348
2024.0,D. Formella,Phoenix Rising,56.51,2.223732889,0.652,1758.0,6.07,1.0,5.33,0.475,0.479,0.567,0.628,0.656,0.468,0.1915346344,0.518,0.411,0.67,0.603,0.617,0.131,0.851,0.454,0.794,0.348,1.235822328,0.681
2024.0,T. Ángel,Phoenix Rising,56.51,-8.661314641,0.074,1378.0,5.38,2.0,3.9,0.45,0.06,0.738,0.489,0.67,0.156,-2.116319346,0.262,0.057,0.482,0.131,0.493,0.241,0.461,0.915,0.748,0.089,-1.551373913,0.369
2024.0,R. Cabral,Phoenix Rising,56.51,-9.607292746,0.046,1408.0,5.39,1.0,4.65,0.557,0.755,0.844,0.543,0.766,0.628,1.796768148,0.699,0.28,0.046,0.057,0.741,0.0,0.043,0.762,0.135,0.0,-4.250275895,0.074
2022.0,T. Amang,San Diego Loyal,55.63,13.23275613,0.979,1974.0,12.84,0.0,12.84,0.993,0.911,0.972,0.521,0.876,0.518,5.283265626,0.929,0.947,0.812,0.929,1.0,0.535,0.525,0.762,0.681,0.17,1.252571104,0.684
2022.0,T. Moshobane,San Diego Loyal,55.63,10.3803096,0.94,2404.0,4.8,0.0,4.8,0.206,0.387,0.11,0.592,0.287,0.578,-1.50834182,0.323,0.713,0.883,0.901,0.333,0.812,0.784,0.911,0.933,0.89,5.124447059,0.911
2022.0,K. Vassell,San Diego Loyal,55.63,8.697011953,0.908,2103.0,14.24,3.0,12.02,0.975,0.933,0.982,0.415,0.837,0.663,5.207688267,0.926,0.887,0.564,0.759,0.872,0.571,0.5,0.628,0.596,0.493,0.6348148278,0.628
2022.0,A. Carleton,San Diego Loyal,55.63,0.5496191046,0.543,1022.0,2.14,1.0,1.4,0.078,0.0,0.142,0.564,0.309,0.103,-4.851536168,0.078,0.816,0.933,0.95,0.085,0.383,0.901,0.436,0.844,0.089,-0.2357365308,0.546
2023.0,Danny Trejo,Phoenix Rising,55.5,11.12682456,0.957,3382.0,11.92,1.0,11.18,0.56,0.918,0.266,0.777,0.518,0.986,4.092041585,0.876,0.706,0.801,0.862,0.567,0.535,0.727,0.355,0.628,0.411,1.389178877,0.695
2023.0,D. Formella,Phoenix Rising,55.5,4.834655877,0.77,2611.0,8.76,4.0,5.8,0.291,0.532,0.216,0.809,0.521,0.908,0.8277270203,0.585,0.833,0.351,0.596,0.266,0.72,0.734,0.734,0.805,0.411,2.443290859,0.784
2023.0,M. Arteaga,Phoenix Rising,55.5,-2.158882933,0.369,2999.0,14.1,2.0,12.62,0.809,0.812,0.787,0.351,0.546,0.691,2.418503868,0.762,0.291,0.138,0.121,0.528,0.613,0.167,0.323,0.149,0.348,-1.973294326,0.312
2023.0,Rodrigo Da Costa,Memphis 901,55.32,7.633754317,0.894,3211.0,10.83,1.0,10.09,0.507,0.73,0.39,0.72,0.606,0.84,1.871272019,0.709,0.202,0.805,0.621,0.365,0.883,0.865,0.674,0.901,0.926,5.632884548,0.94
2023.0,N. Pickering,Memphis 901,55.32,0.2566871186,0.518,1210.0,3.76,0.0,3.76,0.5,0.571,0.372,0.316,0.312,0.578,-0.08400219411,0.493,0.475,0.177,0.216,0.45,0.312,0.738,0.323,0.624,0.411,-0.4750578293,0.504
2022.0,W. Harris,Louisville City,54.54,5.809835116,0.819,2448.0,13.25,1.0,12.51,0.94,0.918,0.961,0.77,0.954,0.635,5.093897126,0.918,0.748,0.223,0.404,0.84,0.461,0.394,0.677,0.5,0.348,-0.2616851246,0.539
2024.0,G. Hurst,New Mexico United,53.94,0.9713030821,0.589,2445.0,13.62,5.0,9.92,0.766,0.652,0.606,0.929,0.901,0.787,3.163852812,0.848,0.124,0.28,0.128,0.543,0.191,0.624,0.851,0.784,0.493,-0.2899160707,0.532
2024.0,D. Bruce,New Mexico United,53.94,-0.8293321917,0.44,1478.0,5.61,0.0,5.61,0.688,0.571,0.532,0.174,0.259,0.486,0.1027155863,0.507,0.5,0.426,0.461,0.862,0.759,0.525,0.762,0.681,0.411,0.8767047409,0.649
2025.0,J. LaCava,San Antonio,53.33,-9.349714629,0.06,1123.0,2.53,0.0,2.53,0.301,0.082,0.113,0.039,0.053,0.096,-5.010950281,0.071,0.099,0.897,0.599,0.191,0.16,0.773,0.323,0.649,0.089,-3.023747175,0.184
2025.0,J. Agudelo,San Antonio,53.33,-11.17732464,0.025,1106.0,1.98,0.0,1.98,0.145,0.082,0.05,0.489,0.113,0.156,-4.431948474,0.089,0.613,0.078,0.135,0.291,0.351,0.053,0.915,0.22,0.493,-1.940206505,0.316
2025.0,A. Moreno,El Paso Locomotive,53.25,5.093207885,0.78,2768.0,10.61,1.0,9.87,0.624,0.652,0.624,0.532,0.592,0.486,0.9694995001,0.613,0.777,0.816,0.89,0.876,0.745,0.652,0.667,0.734,0.411,2.430583089,0.78
2025.0,B. Avila,El Paso Locomotive,53.25,0.2800639878,0.521,2167.0,5.42,0.0,5.42,0.369,0.227,0.401,0.163,0.202,0.202,-2.760404384,0.209,0.943,0.582,0.833,0.691,0.571,0.365,0.245,0.227,0.493,-1.070097703,0.426
2025.0,R. Avila,El Paso Locomotive,53.25,0.05863452656,0.504,2048.0,5.46,0.0,5.46,0.404,0.259,0.401,0.174,0.223,0.209,-2.478450504,0.238,0.933,0.511,0.766,0.73,0.592,0.323,0.362,0.252,0.493,-0.9296909491,0.436
2025.0,F. Valot,Loudoun United,52.9,-0.8006508233,0.45,3080.0,3.68,0.0,3.68,0.05,0.05,0.06,0.124,0.074,0.074,-5.842974257,0.05,0.014,0.461,0.082,0.401,0.72,0.936,0.543,0.915,0.89,6.438755877,0.968
2025.0,R. Bidois,Loudoun United,52.9,-2.316597791,0.362,1230.0,4.1,0.0,4.1,0.571,0.73,0.344,0.922,0.794,0.798,2.305546913,0.752,0.401,0.071,0.096,0.926,0.638,0.004,0.968,0.103,0.411,-0.2569137557,0.543
2025.0,Z. Ryan,Loudoun United,52.9,-6.861020105,0.142,1581.0,4.98,0.0,4.98,0.514,0.532,0.259,0.911,0.699,0.656,0.8758149903,0.596,0.138,0.057,0.043,0.479,0.433,0.209,0.894,0.493,0.348,-1.313145759,0.387
2022.0,M. Johnsen,Oakland Roots,52.67,7.609677174,0.89,1425.0,2.86,0.0,2.86,0.216,0.05,0.348,0.394,0.365,0.046,-4.241714282,0.106,0.897,0.099,0.305,0.259,0.95,0.943,0.638,0.936,0.805,5.441838303,0.929
2022.0,D. Formella,Oakland Roots,52.67,3.713702295,0.702,2499.0,5.1,0.0,5.1,0.23,0.167,0.128,0.681,0.379,0.252,-2.724743881,0.213,0.72,0.436,0.578,0.582,0.855,0.965,0.613,0.943,0.652,5.410384241,0.922
2022.0,O. Karlsson,Oakland Roots,52.67,1.663753432,0.617,2981.0,20.14,8.0,14.22,0.901,0.713,0.876,0.94,0.989,0.809,4.794763543,0.915,0.55,0.199,0.27,0.773,0.351,0.369,0.535,0.418,0.411,-0.6637153052,0.479
2025.0,A. Diouf,Detroit City,52.57,1.557513096,0.606,1585.0,3.56,0.0,3.56,0.298,0.681,0.823,0.372,0.585,0.401,-0.2319796277,0.461,0.858,0.915,0.947,0.245,0.078,0.635,0.124,0.355,0.17,-3.500786034,0.135
2025.0,C. Rutz,Detroit City,52.57,-5.955054174,0.223,879.0,1.27,0.0,1.27,0.082,0.326,0.018,0.993,0.152,0.993,-0.1370078088,0.479,0.092,0.681,0.301,0.074,0.504,0.117,0.915,0.362,0.089,-3.141073065,0.17
2025.0,D. Smith,Detroit City,52.57,-8.711625638,0.071,2556.0,6.34,1.0,5.6,0.277,0.695,0.092,0.957,0.567,0.954,1.76203254,0.691,0.007,0.206,0.018,0.273,0.433,0.376,0.426,0.358,0.348,-2.194036211,0.287
2025.0,Braudílio Rodrigues,Lexington,52.41,2.897369522,0.663,1068.0,2.62,0.0,2.62,0.355,0.082,0.348,0.021,0.035,0.067,-5.071074588,0.067,0.344,0.982,0.954,0.528,0.571,0.66,0.89,0.855,0.567,2.731215536,0.798
2025.0,C. Burke,Lexington,52.41,-6.646382784,0.163,1274.0,4.91,0.0,4.91,0.713,0.812,0.511,0.809,0.78,0.819,3.088014336,0.837,0.372,0.004,0.035,0.514,0.018,0.096,0.004,0.004,0.043,-5.670346013,0.014
2025.0,Cory Burke,Lexington,52.41,-6.646382784,0.163,1274.0,4.91,0.0,4.91,0.713,0.812,0.511,0.809,0.78,0.819,3.088014336,0.837,0.372,0.004,0.035,0.514,0.018,0.096,0.004,0.004,0.043,-5.670346013,0.014
2025.0,F. Ajago,Lexington,52.41,-8.511181973,0.085,1632.0,6.68,0.0,6.68,0.777,0.652,0.23,0.699,0.436,0.819,1.889967069,0.716,0.067,0.663,0.248,0.482,0.011,0.0,0.266,0.032,0.089,-5.473441469,0.025
2022.0,J. LaCava,Tampa Bay Rowdies,52.39,11.20002484,0.961,2460.0,9.14,0.0,9.14,0.674,0.851,0.812,0.656,0.83,0.635,2.739473883,0.812,0.255,0.784,0.628,0.926,0.638,0.72,0.716,0.791,0.855,3.831503292,0.862
2022.0,S. Guenzatti,Tampa Bay Rowdies,52.39,6.237218907,0.83,2008.0,11.25,2.0,9.77,0.915,0.518,0.752,0.638,0.801,0.369,1.786817787,0.695,0.433,0.713,0.663,0.791,0.777,0.642,0.947,0.872,0.493,3.579528431,0.848
2022.0,Duba,Tampa Bay Rowdies,52.39,1.595000138,0.61,1386.0,7.38,1.0,6.64,0.908,0.77,0.73,0.277,0.45,0.741,2.554356659,0.787,0.872,0.433,0.699,0.894,0.096,0.142,0.071,0.071,0.248,-2.485992928,0.248
2022.0,K. Greig,Tampa Bay Rowdies,52.39,-0.6892527376,0.465,899.0,4.68,0.0,4.68,0.95,0.326,0.823,0.578,0.798,0.145,0.8612000266,0.589,0.447,0.546,0.539,0.652,0.706,0.057,0.819,0.181,0.089,-1.78005403,0.337
2022.0,P. Judd,LA Galaxy II,52.24,6.535071925,0.844,2097.0,13.81,1.0,13.07,0.989,0.933,1.0,0.713,0.993,0.433,6.241980762,0.968,0.475,0.826,0.798,0.876,0.383,0.227,0.486,0.266,0.652,-1.127265222,0.411
2022.0,M. Salazar,LA Galaxy II,52.24,5.761104675,0.816,1925.0,6.37,0.0,6.37,0.567,0.415,0.592,0.255,0.372,0.277,-1.049677806,0.358,0.574,0.727,0.72,0.574,0.957,0.801,0.738,0.862,0.947,5.43489148,0.926
2024.0,A. Moreno,El Paso Locomotive,52.22,1.739676276,0.628,2340.0,7.08,1.0,6.34,0.415,0.301,0.309,0.933,0.812,0.379,-0.3432821085,0.457,0.791,0.752,0.837,0.645,0.504,0.688,0.181,0.465,0.745,0.8757081591,0.645
2024.0,T. Moshobane,El Paso Locomotive,52.22,-2.066419472,0.379,2254.0,3.95,0.0,3.95,0.138,0.039,0.188,0.454,0.262,0.032,-4.921610847,0.074,0.454,0.337,0.365,0.067,0.766,0.479,0.915,0.755,0.78,1.636144521,0.716
2024.0,J. Rivas,El Paso Locomotive,52.22,-12.10093113,0.011,1163.0,2.93,1.0,2.19,0.167,0.082,0.184,0.294,0.184,0.27,-3.700234188,0.152,0.074,0.39,0.138,0.131,0.131,0.5,0.869,0.727,0.493,-1.217415483,0.401
2022.0,H. Barry,Colorado Springs,52.16,10.45701216,0.943,2875.0,11.86,3.0,9.64,0.578,0.801,0.837,0.592,0.819,0.748,2.507299509,0.777,0.667,0.266,0.411,0.801,0.918,0.798,0.762,0.865,0.89,7.733288103,0.975
2022.0,E. Amoh,Colorado Springs,52.16,0.2462139971,0.511,2755.0,10.32,1.0,9.58,0.603,0.812,0.681,0.482,0.624,0.699,2.0105165,0.738,0.571,0.287,0.383,0.39,0.096,0.422,0.255,0.287,0.089,-2.651595955,0.234
2024.0,W. Leggett,Loudoun United,52.07,7.352309079,0.887,1958.0,6.93,0.0,6.93,0.617,0.73,0.486,0.755,0.702,0.727,1.939908774,0.727,0.894,0.936,0.965,0.691,0.33,0.174,0.383,0.177,0.652,-1.618251234,0.358
2024.0,Z. Ryan,Loudoun United,52.07,-5.979904782,0.22,2695.0,13.74,3.0,11.52,0.826,0.571,0.557,0.589,0.613,0.571,1.546498511,0.667,0.284,0.113,0.103,0.422,0.489,0.277,0.851,0.518,0.17,-1.103792477,0.415
2023.0,B. Avila,Charleston Battery,51.79,0.7651171355,0.564,1474.0,2.76,0.0,2.76,0.156,0.259,0.259,0.032,0.064,0.309,-3.736928503,0.149,0.989,0.869,0.979,0.27,0.351,0.351,0.383,0.309,0.652,-1.929991002,0.319
2023.0,A. Williams,Charleston Battery,51.79,-7.712672959,0.099,3074.0,14.53,5.0,10.83,0.613,0.631,0.525,0.656,0.642,0.855,1.946743041,0.73,0.855,0.032,0.16,0.17,0.089,0.135,0.298,0.117,0.248,-4.722299635,0.05
2022.0,R. Ruiz,Rio Grande Valley,51.78,7.164290165,0.872,2848.0,5.56,0.0,5.56,0.188,0.103,0.383,0.064,0.121,0.078,-4.675074124,0.082,0.879,0.851,0.933,0.216,0.957,0.926,0.809,0.979,0.947,6.406582595,0.961
2022.0,F. López,Rio Grande Valley,51.78,0.7934284152,0.571,1505.0,6.78,1.0,6.04,0.748,0.713,0.94,0.73,0.922,0.33,2.210336191,0.748,0.844,0.617,0.777,0.943,0.613,0.376,0.135,0.188,0.805,0.6224988383,0.624
2025.0,JJ Williams,Rhode Island,51.67,0.9465215676,0.582,1791.0,7.08,1.0,6.34,0.621,0.571,0.901,0.17,0.44,0.362,0.03110582339,0.5,0.152,0.369,0.213,0.918,0.592,0.411,0.496,0.436,0.652,0.9017963133,0.652
2025.0,N. Fuson,Rhode Island,51.67,0.7159420326,0.56,2720.0,4.56,0.0,4.56,0.131,0.149,0.365,0.103,0.131,0.128,-4.19458788,0.117,0.606,0.56,0.613,0.316,0.613,0.947,0.191,0.777,0.652,2.038135629,0.759
2025.0,A. Dikwa,Rhode Island,51.67,-4.385543917,0.305,1942.0,6.19,0.0,6.19,0.535,0.415,0.188,0.901,0.582,0.525,0.07256926375,0.504,0.145,0.649,0.372,0.734,0.638,0.241,0.021,0.039,0.411,-1.749184792,0.344
2023.0,T. Reid,Oakland Roots,51.64,9.631398255,0.922,1044.0,2.96,0.0,2.96,0.454,0.227,0.777,0.259,0.465,0.117,-2.112928651,0.27,0.918,0.872,0.943,0.592,0.894,0.84,0.787,0.908,0.493,4.767253575,0.901
2023.0,J. Rodriguez,Oakland Roots,51.64,0.09361041851,0.507,2072.0,8.57,3.0,6.35,0.486,0.833,0.411,0.982,0.94,0.961,4.288956515,0.89,0.582,0.624,0.652,0.351,0.383,0.454,0.17,0.28,0.348,-1.820373541,0.33
2023.0,A. Peláez,Oakland Roots,51.64,-0.8053474985,0.443,1450.0,8.4,1.0,7.66,0.957,0.833,0.887,0.557,0.826,0.67,3.965393997,0.872,0.465,0.284,0.294,0.826,0.216,0.121,0.819,0.294,0.411,-1.989044207,0.309
2025.0,J. Tejada,Colorado Springs,51.61,-11.74329464,0.014,2159.0,3.76,0.0,3.76,0.135,0.227,0.071,0.422,0.17,0.379,-2.898027108,0.206,0.305,0.429,0.369,0.096,0.096,0.128,0.106,0.082,0.0,-5.761284021,0.011
2024.0,B. Morris,Detroit City,51.44,0.7727629802,0.567,2890.0,5.82,0.0,5.82,0.22,0.606,0.28,0.206,0.181,0.702,-0.9547591438,0.369,0.273,0.309,0.245,0.199,0.571,0.805,0.617,0.798,0.745,1.857852468,0.745
2024.0,E. Amoh,Detroit City,51.44,-2.136191769,0.372,1154.0,4.81,0.0,4.81,0.794,0.415,0.546,0.355,0.429,0.309,-0.1462819985,0.475,0.773,0.021,0.089,0.67,0.33,0.121,0.195,0.092,0.493,-1.596939166,0.362
2024.0,C. Rutz,Detroit City,51.44,-4.926476172,0.28,1239.0,5.28,0.0,5.28,0.823,0.387,0.326,0.809,0.674,0.337,0.5551337399,0.557,0.06,0.355,0.11,0.216,0.018,0.766,0.223,0.571,0.043,-3.276465669,0.163
2023.0,M. Foster,Colorado Springs,51.35,7.269234089,0.883,2578.0,5.28,1.0,4.54,0.142,0.167,0.337,0.507,0.418,0.145,-3.115535717,0.184,0.56,0.904,0.883,0.887,0.933,0.869,0.702,0.918,0.652,5.566537065,0.936
2025.0,I. Sacko,Phoenix Rising,51.35,1.446571661,0.596,2255.0,4.67,0.0,4.67,0.252,0.532,0.188,0.337,0.216,0.709,-1.003612489,0.365,0.323,0.787,0.706,0.379,0.894,0.745,0.943,0.929,0.805,3.207413686,0.83
2023.0,J. Tejada,Colorado Springs,51.35,1.306633836,0.592,1818.0,4.37,0.0,4.37,0.34,0.571,0.277,0.872,0.635,0.67,0.3843240714,0.535,0.599,0.794,0.794,0.298,0.241,0.429,0.695,0.564,0.348,-1.466195859,0.376
2023.0,R. Williams,Colorado Springs,51.35,0.4542101096,0.535,2048.0,12.91,5.0,9.21,0.869,0.851,0.713,0.855,0.887,0.965,5.175441909,0.922,0.695,0.06,0.145,0.628,0.504,0.518,0.525,0.553,0.348,-0.6232938641,0.486
2025.0,R. Cabral,Phoenix Rising,51.35,-6.898269804,0.138,1241.0,8.31,3.0,6.09,0.922,0.387,0.638,0.706,0.77,0.752,2.38522148,0.759,0.05,0.294,0.067,0.401,0.461,0.447,0.546,0.511,0.089,-2.228559814,0.28
2025.0,D. Formella,Phoenix Rising,51.35,-10.14996011,0.035,1215.0,1.41,0.0,1.41,0.046,0.06,0.078,0.007,0.011,0.096,-6.687166622,0.018,0.27,0.319,0.255,0.199,0.489,0.468,0.748,0.638,0.652,0.02823300237,0.571
2023.0,M. Dyer,FC Tulsa,51.06,5.306753525,0.787,2120.0,9.08,0.0,9.08,0.83,0.227,0.84,0.238,0.486,0.11,-1.012007146,0.362,0.837,0.674,0.819,0.83,0.865,0.624,0.468,0.603,0.805,3.188416541,0.826
2023.0,P. Goodrum,FC Tulsa,51.06,0.3076436843,0.525,2834.0,12.77,6.0,8.33,0.465,0.301,0.681,0.592,0.738,0.578,0.1055748777,0.511,0.84,0.688,0.826,0.752,0.461,0.287,0.546,0.365,0.348,-0.757899207,0.461
2024.0,D. Rivera,Tampa Bay Rowdies,50.91,17.91746011,1.0,1294.0,4.95,0.0,4.95,0.695,0.812,0.908,0.16,0.433,0.468,1.33536332,0.645,0.986,0.968,1.0,0.989,0.812,0.826,0.95,0.961,0.926,7.198584576,0.972
2024.0,C. Jennings,Tampa Bay Rowdies,50.91,7.166282292,0.879,2932.0,15.16,0.0,15.16,0.943,0.904,0.975,0.539,0.89,0.482,4.148800785,0.879,0.294,0.83,0.73,0.996,0.365,0.351,0.195,0.199,0.567,0.5578946641,0.617
2024.0,M. Arteaga,Tampa Bay Rowdies,50.91,0.9619824842,0.585,3110.0,17.5,7.0,12.32,0.741,0.631,0.89,0.688,0.883,0.72,2.653174503,0.798,0.16,0.638,0.376,0.773,0.383,0.613,0.709,0.716,0.567,0.4157799696,0.603
2024.0,J. Pérez,Tampa Bay Rowdies,50.91,-0.8037095155,0.447,1911.0,3.05,0.0,3.05,0.113,0.046,0.121,0.043,0.057,0.039,-6.017609762,0.039,0.128,0.911,0.691,0.06,0.872,0.94,0.681,0.95,0.968,4.403607736,0.894
2022.0,T. Freeman,Loudoun United,50.78,17.09401911,0.996,1309.0,5.75,1.0,5.01,0.699,0.887,0.954,0.645,0.915,0.67,3.613984729,0.862,0.787,0.819,0.894,0.553,0.72,0.855,0.762,0.922,0.926,5.860192542,0.943
2022.0,S. Simonsen,Loudoun United,50.78,7.024594317,0.869,1837.0,2.99,0.0,2.99,0.121,0.121,0.301,0.213,0.209,0.092,-4.39501267,0.092,0.996,0.84,0.989,0.106,0.95,0.904,0.631,0.911,0.947,4.929900029,0.904
2022.0,A. Liadi,Loudoun United,50.78,-6.795988569,0.149,1199.0,1.91,0.0,1.91,0.11,0.0,0.096,0.096,0.078,0.0,-6.587028551,0.021,0.624,0.493,0.564,0.11,0.667,0.301,0.801,0.479,0.411,-2.212411763,0.284
2025.0,B. Jacquesson,Pittsburgh Riverhounds,50.64,-5.026476334,0.273,1015.0,2.19,0.0,2.19,0.273,0.103,0.762,0.103,0.245,0.053,-4.189377985,0.121,0.691,0.362,0.518,0.358,0.592,0.819,0.195,0.621,0.411,-0.5744016295,0.489
2025.0,A. Williams,Pittsburgh Riverhounds,50.64,-9.354429524,0.057,3037.0,11.33,3.0,9.11,0.472,0.259,0.539,0.291,0.39,0.376,-1.279772217,0.348,0.652,0.074,0.142,0.379,0.043,0.174,0.096,0.089,0.17,-4.560022004,0.057
2022.0,P. Goodrum,Memphis 901,50.62,11.38695524,0.965,2866.0,19.51,1.0,18.77,1.0,0.993,0.911,0.894,0.968,0.904,8.514633061,0.996,0.848,0.656,0.805,0.975,0.592,0.557,0.862,0.752,0.411,1.755920403,0.73
2022.0,D. Borczak,Memphis 901,50.62,5.552914125,0.798,1334.0,5.76,0.0,5.76,0.84,0.326,0.823,0.156,0.387,0.152,-0.8535764309,0.383,0.901,0.5,0.734,0.954,0.411,0.794,0.312,0.656,0.089,0.4365045723,0.61
2024.0,N. Fuson,Rhode Island,50.57,8.367179882,0.901,3070.0,7.01,2.0,5.53,0.149,0.479,0.156,0.287,0.177,0.684,-1.535476141,0.316,0.543,0.762,0.727,0.436,0.94,0.954,0.706,0.975,0.805,6.070774716,0.947
2024.0,JJ Williams,Rhode Island,50.57,2.813052096,0.66,2198.0,9.42,2.0,7.94,0.631,0.73,0.67,0.5,0.621,0.752,1.996659956,0.734,0.709,0.163,0.28,0.855,0.461,0.546,0.546,0.599,0.493,0.4773069222,0.613
2023.0,W. Leggett,Loudoun United,50.57,1.601508071,0.613,1265.0,3.25,0.0,3.25,0.383,0.362,0.606,0.904,0.872,0.227,-0.4384635996,0.447,0.823,0.887,0.926,0.823,0.113,0.035,0.021,0.011,0.17,-4.156727555,0.078
2023.0,T. Williamson,Loudoun United,50.57,-0.1249947316,0.493,2125.0,6.14,1.0,5.4,0.376,0.227,0.681,0.309,0.475,0.195,-2.019193824,0.28,0.954,0.255,0.592,0.784,0.667,0.582,0.457,0.567,0.17,0.1463915097,0.582
2024.0,A. Dikwa,Rhode Island,50.57,-0.1541562111,0.489,2665.0,12.03,1.0,11.29,0.816,0.73,0.482,0.663,0.599,0.738,2.354025415,0.755,0.266,0.61,0.454,0.592,0.72,0.631,0.181,0.408,0.411,-0.334552752,0.528
2024.0,M. Doyle,Rhode Island,50.57,-0.7823391019,0.457,1322.0,5.35,0.0,5.35,0.755,0.167,0.241,0.936,0.745,0.17,-0.4546449673,0.443,0.539,0.709,0.702,0.773,0.018,0.706,0.266,0.56,0.248,-1.474163363,0.372
2023.0,Z. Ryan,Loudoun United,50.57,-5.142105744,0.27,2519.0,9.61,4.0,6.65,0.401,0.461,0.443,0.805,0.716,0.702,0.5076118871,0.546,0.426,0.085,0.106,0.209,0.535,0.227,0.957,0.589,0.17,-1.136948252,0.408
2024.0,Marlon,Memphis 901,50.52,5.739094719,0.812,2316.0,9.31,1.0,8.57,0.67,0.606,0.812,0.457,0.684,0.429,0.9425651495,0.61,0.975,0.73,0.908,0.702,0.84,0.716,0.234,0.521,0.805,1.793468331,0.734
2022.0,A. Dikwa,Pittsburgh Riverhounds,50.52,3.564368962,0.699,2636.0,11.42,0.0,11.42,0.848,0.755,0.511,0.908,0.84,0.723,3.124309641,0.844,0.436,0.323,0.333,0.833,0.411,0.447,0.397,0.426,0.411,0.1696406871,0.585
2022.0,D. Kelly,Pittsburgh Riverhounds,50.52,1.670846495,0.621,1104.0,7.21,0.0,7.21,0.996,0.947,0.858,0.316,0.571,0.84,5.738192158,0.947,0.887,0.273,0.56,0.957,0.16,0.301,0.028,0.05,0.043,-2.723449582,0.23
2023.0,L. Solignac,El Paso Locomotive,50.52,-0.2267767597,0.486,1887.0,8.69,3.0,6.47,0.592,0.652,0.663,0.546,0.652,0.734,1.528525242,0.663,0.592,0.234,0.298,0.77,0.667,0.152,0.894,0.397,0.493,0.8619011194,0.642
